GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
 "06069","San Benito, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1511020,1600836,1751313,1779452,1805945,2052707,1975952,1813657,1805523,1791792,1796218,1825527,1832670,1948312,2037143,2097846,2176114,2244744,2363094
 "06069","San Benito, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",82.772,87.692,95.935,97.476,98.927,112.445,108.240,99.350,98.904,98.152,98.395,100.000,100.391,106.726,111.592,114.917,119.205,122.964,129.447
 "06069","San Benito, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1146315,1224962,1376348,1459638,1491527,1723436,1757326,1642627,1675612,1685098,1739647,1825527,1877955,2029689,2151892,2237187,2364229,2478296,2662858
 "06071","San Bernardino, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",54141398,56743257,60868183,65421061,69394964,73529355,74675099,72611327,67315477,67373128,68916231,69568944,71527029,74712409,78517804,81034922,83564142,85684738,89779198
 "06071","San Bernardino, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",77.824,81.564,87.493,94.038,99.750,105.693,107.340,104.373,96.761,96.844,99.062,100.000,102.815,107.393,112.863,116.481,120.117,123.165,129.051
 "06071","San Bernardino, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",41740284,44700600,48845708,54101763,59216686,65036943,68036940,67509166,64457440,64905555,67427304,69568944,73050852,78001195,84003184,88057649,92252864,96775772,104106853
 "06073","San Diego, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",144584889,151098666,159728402,169143307,178151400,181854470,184345597,181694196,172794945,174419306,177990381,180309903,187349509,193818332,201166675,204667390,211115497,217509581,222272562
 "06073","San Diego, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",80.187,83.799,88.585,93.807,98.803,100.857,102.238,100.768,95.832,96.733,98.714,100.000,103.904,107.492,111.567,113.509,117.085,120.631,123.273
 "06073","San Diego, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",117083125,124847611,134395268,145709061,157310766,164992812,171522078,171073628,166040899,168687239,174636986,180309903,191006452,201384751,213594695,220259799,230605088,242242089,253117792
 "06075","San Francisco, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",91935340,87572070,86740730,86198077,91078479,91987129,94212990,93917834,94114392,96688655,102993176,112935708,117666343,126869443,136344642,147660656,159658493,168714493,178505659
 "06075","San Francisco, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",81.405,77.542,76.805,76.325,80.646,81.451,83.422,83.160,83.334,85.614,91.196,100.000,104.189,112.338,120.728,130.748,141.371,149.390,158.060
 "06075","San Francisco, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",72237141,70285247,71184439,73106454,79775709,83207119,88140089,89084528,89357301,93101331,100725819,112935708,120460294,132893960,145729218,160056799,175626907,189085650,203486742
 "06077","San Joaquin, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",20787922,21804825,22879848,24006724,25238598,25684661,25403290,24548756,23842133,23299266,23152268,23489838,24336729,25316736,26893402,27434164,28468464,29553515,30486439
 "06077","San Joaquin, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",88.498,92.827,97.403,102.200,107.445,109.344,108.146,104.508,101.500,99.189,98.563,100.000,103.605,107.777,114.490,116.792,121.195,125.814,129.786
 "06077","San Joaquin, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",15873006,16942946,18244840,19846029,21435992,22440548,23075278,22940378,22453527,22259875,22599375,23489838,24904283,26278627,28201374,29028714,30679432,32511586,34339849
 "06079","San Luis Obispo, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",10976338,12177915,12523240,12633830,13073861,13724468,13689721,12776780,12496039,13071951,13373144,13751028,14249445,14505249,15358431,15632220,15842274,16352453,16660813
 "06079","San Luis Obispo, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",79.822,88.560,91.071,91.876,95.076,99.807,99.554,92.915,90.873,95.062,97.252,100.000,103.625,105.485,111.689,113.680,115.208,118.918,121.160
 "06079","San Luis Obispo, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",8341107,9319117,9877823,10299216,11085243,12143554,12551005,11892394,12021681,12640735,13187672,13751028,14600832,15271893,16395934,16733559,17303812,18270090,19065947
 "06081","San Mateo, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",53279990,50959281,52147384,53959664,55340754,58410496,59378266,59422963,60001276,61086903,63510868,77250138,81504683,86838433,92548655,101287429,112333303,117069705,121697163
 "06081","San Mateo, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",68.971,65.967,67.505,69.851,71.638,75.612,76.865,76.923,77.671,79.077,82.215,100.000,105.507,112.412,119.804,131.116,145.415,151.546,157.536
 "06081","San Mateo, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",44972120,43655167,44938009,47100517,49256766,53198850,55176239,55965376,57707148,58863334,62177005,77250138,82750224,89724936,97604764,107887887,120942807,127462373,134541113
 "06083","Santa Barbara, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",18035844,18831803,19679738,20439843,21365990,22146661,22453745,22437077,22724222,22490976,22727621,23165737,23615305,24338970,25817818,25972309,26806462,27671513,28411698
 "06083","Santa Barbara, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",77.856,81.292,84.952,88.233,92.231,95.601,96.927,96.855,98.094,97.087,98.109,100.000,101.941,105.065,111.448,112.115,115.716,119.450,122.645
 "06083","Santa Barbara, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",14253132,15133592,16175025,17335187,18586550,19786604,20806485,21158969,21363180,21518667,22316837,23165737,24117212,25180101,26773687,27098590,28534999,29998810,31348798
 "06085","Santa Clara, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",115748187,110697732,117161316,122226484,129939454,139680009,152596573,160756849,157494295,171512507,184881302,191452570,209473264,225385587,247497177,263792340,282456770,304017414,318100028
 "06085","Santa Clara, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",60.458,57.820,61.196,63.842,67.870,72.958,79.705,83.967,82.263,89.585,96.568,100.000,109.413,117.724,129.273,137.785,147.534,158.795,166.151
 "06085","Santa Clara, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",121243682,115161732,119677169,123980036,132036317,141545125,153673109,159546359,157228915,169563856,183155336,191452570,211400335,228749517,253235654,269924712,290183893,313535949,331938134
 "06087","Santa Cruz, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",10971891,10976045,11167165,11030608,11044361,11504170,11461140,11332172,11455862,12273882,12121553,11944124,12323410,12743780,13012499,13209421,13387600,13837794,14407444
 "06087","Santa Cruz, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",91.860,91.895,93.495,92.352,92.467,96.317,95.956,94.877,95.912,102.761,101.485,100.000,103.175,106.695,108.945,110.593,112.085,115.854,120.624
 "06087","Santa Cruz, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",8634933,8770966,9068619,9262276,9473534,10150062,10494137,10546581,10827706,11707316,11844572,11944124,12607083,13280804,13819275,14218582,14672217,15446853,16467676
 "06089","Shasta, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",6120497,6852538,7097930,7028327,6924177,7520253,7351383,6930603,6590477,6779161,6943081,6691760,6799024,6912875,7134059,7446374,7852040,7826545,8412829
 "06089","Shasta, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",91.463,102.403,106.070,105.030,103.473,112.381,109.857,103.569,98.486,101.306,103.756,100.000,101.603,103.304,106.610,111.277,117.339,116.958,125.719
 "06089","Shasta, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4726881,5381362,5724307,5853986,5970178,6743290,6775732,6493933,6377790,6590135,6834789,6691760,6972903,7289062,7682697,8117664,8714538,8888703,9783798
 "06091","Sierra, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",102255,101008,99990,95318,98444,111205,110905,101837,93657,95596,89488,86254,81714,85488,84426,89555,91377,98144,112020
 "06091","Sierra, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",118.551,117.105,115.924,110.508,114.132,128.927,128.580,118.066,108.582,110.831,103.749,100.000,94.736,99.112,97.881,103.827,105.939,113.784,129.872
 "06091","Sierra, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",77874,78638,80350,79308,84658,99354,102006,95043,90251,92362,87944,86254,83774,89620,90633,97911,102178,112438,132100
 "06093","Siskiyou, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1462869,1625732,1550186,1545582,1534105,1697030,1573404,1635992,1457039,1417943,1567981,1539079,1508865,1588679,1718347,1781013,1791452,1796813,1933447
 "06093","Siskiyou, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",95.048,105.630,100.722,100.423,99.677,110.263,102.230,106.297,94.670,92.129,101.878,100.000,98.037,103.223,111.648,115.719,116.398,116.746,125.624
 "06093","Siskiyou, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1117284,1260929,1242518,1297896,1317460,1502559,1456860,1542088,1374000,1352386,1533574,1539079,1548117,1652259,1789470,1853439,1910797,1953024,2147001
 "06095","Solano, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",14662381,15109887,16504781,16701098,17197619,17363972,17830865,19249363,18276464,18277638,17722022,19183562,20300857,20669380,20979960,21471282,21428966,21854674,22637944
 "06095","Solano, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",76.432,78.765,86.036,87.059,89.648,90.515,92.949,100.343,95.271,95.278,92.381,100.000,105.824,107.745,109.364,111.925,111.705,113.924,118.007
 "06095","Solano, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",10532868,11048863,12478261,13111083,14261517,15029994,16036976,17581225,16675309,17074942,17224333,19183562,20674886,21510075,22330105,23073540,23586558,24729783,26035209
 "06097","Sonoma, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",20730891,21666201,21682593,21714224,22109493,23029225,23293413,22769518,21765486,22174317,22641678,22862641,23576897,24669485,25919499,26506846,27304379,28320010,29064200
 "06097","Sonoma, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",90.676,94.767,94.839,94.977,96.706,100.729,101.884,99.593,95.201,96.989,99.034,100.000,103.124,107.903,113.371,115.940,119.428,123.870,127.125
 "06097","Sonoma, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",16734104,17791173,18025324,18429170,19279282,20656470,21437191,21297309,20998831,21457445,22118004,22862641,24103672,25763475,27662706,28771168,30043766,31702754,33339740
 "06099","Stanislaus, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",15731239,16388955,17135040,18200104,18867011,19832691,19492907,18886479,18432450,18372348,18456621,18237533,18523631,19892824,20743866,21218252,22236701,22846927,23715709
 "06099","Stanislaus, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",86.257,89.864,93.955,99.795,103.452,108.747,106.883,103.558,101.069,100.739,101.201,100.000,101.569,109.076,113.743,116.344,121.928,125.274,130.038
 "06099","Stanislaus, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",11976309,12741484,13578206,14896162,15675557,16855869,17355651,17184933,17250959,17414561,17925915,18237533,18951773,20658076,21804488,22516653,23982194,24992100,26471782
 "06101","Sutter, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",2552118,3072721,3082018,3131179,3036996,3330061,3432864,3683426,3878023,3595780,3298108,3129937,3255572,3154056,3339562,3362332,3407840,3599835,3762601
 "06101","Sutter, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",81.539,98.172,98.469,100.040,97.031,106.394,109.678,117.684,123.901,114.883,105.373,100.000,104.014,100.771,106.697,107.425,108.879,115.013,120.213
 "06101","Sutter, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1925215,2340087,2423151,2563210,2554962,2890292,3121030,3436393,3509358,3359885,3232989,3129937,3335679,3284121,3522576,3573386,3691563,3974464,4251128
 "06103","Tehama, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1509161,1606824,1645667,1745360,1831270,1881392,1882432,1743594,1675713,1712630,1694674,1684238,1772634,1752135,1817207,1889090,2070635,2105941,2276824
 "06103","Tehama, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",89.605,95.404,97.710,103.629,108.730,111.706,111.768,103.524,99.494,101.686,100.620,100.000,105.248,104.031,107.895,112.163,122.942,125.038,135.184
 "06103","Tehama, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1161025,1262421,1328292,1472138,1580007,1661048,1716374,1624906,1583284,1641462,1657058,1684238,1822656,1831712,1913168,2005664,2248198,2333904,2562777
 "06105","Trinity, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",305689,343016,364623,358622,338867,405745,393923,372621,335524,361927,382546,368519,376725,368111,373329,396616,423365,421184,452982
 "06105","Trinity, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",82.951,93.080,98.943,97.314,91.954,110.102,106.894,101.113,91.047,98.211,103.806,100.000,102.227,99.889,101.305,107.624,114.883,114.291,122.920
 "06105","Trinity, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",237227,272015,298385,303604,296790,368676,366502,352189,326753,353862,377264,368519,387863,391935,405958,436385,476752,485650,534617
 "06107","Tulare, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",11388449,10717341,11413656,12644980,14000139,13869998,15259474,14407231,13104361,14181048,14732520,13982245,14423097,16238225,16392798,17361923,18223241,18270773,19350581
 "06107","Tulare, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",81.449,76.650,81.630,90.436,100.128,99.197,109.135,103.039,93.721,101.422,105.366,100.000,103.153,116.135,117.240,124.171,130.331,130.671,138.394
 "06107","Tulare, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",8670651,8241115,8989033,10425321,11472342,11619490,13550392,13031651,11978138,13233206,14360690,13982245,14793086,16709258,16702846,17602085,18921389,19200484,20705405
 "06109","Tuolumne, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1859860,2177781,2211107,2236123,2243264,2460620,2351544,2216342,2222326,2297893,2443326,2140939,2163802,2150094,2231042,2454125,2640431,2508458,2793179
 "06109","Tuolumne, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",86.871,101.721,103.277,104.446,104.779,114.932,109.837,103.522,103.801,107.331,114.124,100.000,101.068,100.428,104.209,114.628,123.330,117.166,130.465
 "06109","Tuolumne, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1437771,1709972,1787159,1872866,1945339,2223491,2182882,2091584,2174798,2252623,2416230,2140939,2219971,2271667,2412353,2685016,2942555,2860550,3261986
 "06111","Ventura, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",36573401,37573574,40041633,44211345,46426801,52305789,55780586,50805895,50054400,49497320,46541968,45711791,46497137,46548886,47061044,46984812,46651726,47162680,48496595
 "06111","Ventura, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",80.009,82.197,87.596,96.718,101.564,114.425,122.027,111.144,109.500,108.281,101.816,100.000,101.718,101.831,102.952,102.785,102.056,103.174,106.092
 "06111","Ventura, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",28406639,29503626,31889943,35999012,38729737,44692156,48891127,46175628,46711448,46662010,45420957,45711791,47542181,48431085,49480640,49938113,50590762,52200857,54760484
 "06113","Yolo, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",9354590,9556591,9956733,10427064,10539609,10867817,11375925,11442910,10824619,10516179,10888462,10984673,11491336,11953601,12670246,13228129,13560559,14014906,14390599
 "06113","Yolo, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",85.160,86.999,90.642,94.924,95.948,98.936,103.562,104.172,98.543,95.735,99.124,100.000,104.612,108.821,115.345,120.424,123.450,127.586,131.006
 "06113","Yolo, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",7074007,7367542,7862331,8550249,8908514,9491501,10347027,10629625,10212076,10067911,10642386,10984673,11790075,12496093,13520296,14259407,14851041,15696646,16533188
 "06115","Yuba, CA",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",2057150,2221420,2365333,2406401,2436049,2644917,2546510,2629993,2672681,2646935,2787766,2726252,2848808,2769418,2787647,2941894,3094336,3109541,3345409
 "06115","Yuba, CA",8,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",75.457,81.483,86.761,88.268,89.355,97.017,93.407,96.469,98.035,97.091,102.256,100.000,104.495,101.583,102.252,107.910,113.501,114.059,122.711
 "06115","Yuba, CA",8,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1519921,1685388,1860522,1969130,2060327,2325887,2327977,2453650,2523415,2547847,2750525,2726252,2909596,2889857,2967775,3160242,3392823,3485836,3836625
"Note: See the included footnote file."
"CAGDP1: Gross Domestic Product (GDP) summary by county and metropolitan area "
"Last updated: December 9, 2020 -- new statistics for 2019, revised statistics for 2001-2018."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
