state,county,area_land,area_water,longitude,latitude
38,067,2897408190,7010909,-97.5523808996982,48.766235213951546
26,007,1481123844,2908714541,-83.62212411179415,45.03477666249395
26,091,1941541486,30482189,-84.06603726805751,41.89475155520743
55,039,1863666382,119854626,-88.48885324915454,43.75354907664928
72,059,109480385,56911386,-66.79226303947036,18.036630500155795
26,111,1337113497,30578223,-84.38806036723808,43.64332768046834
20,141,2311604933,4806274,-98.7675382846841,39.350343697882195
20,163,2306454196,11962259,-99.32484566610968,39.35022772893501
72,131,182394908,2060665,-66.97280133015305,18.32527518034715
72,125,141145018,29360,-67.03533371296648,18.10956625811399
31,039,1477652222,10690952,-96.78730771713451,41.91637624018344
72,091,116913005,66163823,-66.49071736505347,18.41785174145342
38,033,2593894326,4147469,-103.84654212068118,46.94022280539632
18,069,991057047,13133344,-85.4882209173434,40.82907273097434
18,009,427559450,1298757,-85.32499701835708,40.47388152735949
46,101,1345196857,3679400,-96.67067414138003,44.022220992886886
19,031,1500798762,6385832,-91.13250780524471,41.7723456523151
01,089,2076091216,28831382,-86.55081126278967,34.76336322388818
18,103,968246949,9184624,-86.04525047816405,40.76940965304961
39,091,1187364299,21570908,-83.76784340604394,40.38996525365356
18,159,674797599,68028,-86.05234925481561,40.31123252236672
19,115,1040584000,40784330,-91.26102610550058,41.218421191017036
37,149,615606312,1964035,-82.16812353519477,35.27820615452255
19,173,1377618879,7133364,-94.69778562960906,40.73710578735425
55,077,1180275597,22682651,-89.40073763426254,43.819119458681406
20,039,2314199316,1631670,-100.45940807668373,39.7846844127882
20,101,1858080226,551220,-100.46607537017019,38.48119447282798
27,173,1966062958,10687958,-95.86842452667061,44.71710183247274
38,079,2338953779,93938151,-99.84097493419505,48.772453541363895
20,137,2274122715,8421464,-99.90286638986844,39.78443827194351
27,135,4329471925,16913419,-95.81079918650511,48.77501877756335
55,005,2235229317,69246614,-91.84833627329496,45.4237270088725
13,197,947979449,3790127,-84.52734782641386,32.34836277354935
48,399,2722259321,15604788,-99.97616147601383,31.831434195379245
13,259,1188153055,12598484,-84.83470718878601,32.07835589366442
48,027,2722825522,94658021,-97.4785024969228,31.03736026742863
48,379,594280569,76080003,-95.79232690520503,32.87109386821055
51,185,1343661893,2921374,-81.56290841295203,37.1202091809356
28,031,1071784943,2880713,-89.55389938642497,31.63225413113322
27,111,5107063593,654473685,-95.70835254803137,46.408469285457244
55,115,2313441606,41883197,-88.7644389566279,44.7890224552808
26,147,1868189426,298352909,-82.67937953686007,42.9265537331105
21,117,415125907,10401841,-84.53241198964994,38.93950319202708
19,117,1115257644,9852833,-93.32780803289317,41.029589644876744
27,143,1525073951,30338003,-94.23164923785546,44.57965919842422
48,493,2081662854,12111365,-98.08693082381262,29.17325979746521
13,255,507595644,9399070,-84.28013991149975,33.26310030972537
48,397,329213365,56068892,-96.40771592313794,32.89779517586047
48,437,2305502704,27277988,-101.7349174097891,34.530288909444366
27,115,3655220987,60262764,-92.74070188307836,46.121052375847576
53,027,4924421612,834689898,-123.78205671698848,47.14003704888718
13,069,1534043690,26812415,-82.85443556412064,31.548971356569066
22,049,1474195901,28714912,-92.55692091515607,32.3025177622808
36,109,1229314961,43787671,-76.47229843065284,42.44945764559584
51,740,86248207,34658279,-76.35971629398189,36.859148247195165
48,353,2362061743,5052159,-100.40602082591526,32.30365281629213
27,063,1820689416,42120425,-95.15398258502978,43.67423372984089
21,169,750182263,3996041,-85.63123699143021,36.994592948544266
20,205,1477382268,12052249,-95.74323255429685,37.55937174123621
40,109,1835845600,24730586,-97.40716965808365,35.55140092472688
36,093,529858774,12597881,-74.052782911215,42.816687773436
01,027,1564251835,5285207,-85.85836077081237,33.26984192757358
51,045,849770458,2793174,-80.2107227385122,37.481336476455375
55,117,1324851063,1967647733,-87.9457928352724,43.72099677267574
54,029,213957187,13879294,-80.57461608058806,40.51943859338144
72,101,100676183,139537,-66.42180271261931,18.318792773996243
48,071,1546618334,709745140,-94.66639530962428,29.70568074004086
51,036,473494109,55492134,-77.05632773238945,37.35357060322606
46,107,2230336531,97171992,-99.95495720425252,45.065838348090246
47,189,1479119593,32063469,-86.29782179755559,36.1549678865817
08,051,8389338082,53067068,-107.03207287022867,38.66611652288491
13,003,887636792,4701677,-82.87545865697282,31.296335022451874
13,091,1284516931,18550206,-83.16948926241005,32.17265113529725
16,011,5422887259,68487093,-112.39784373333019,43.216728796524606
18,013,808043858,12025993,-86.22868909075599,39.19605589349536
18,027,1112374406,19124393,-87.07447177275954,38.700722676539115
37,035,1039550849,37945123,-81.21328705607174,35.66212143240191
72,017,48421898,31649450,-66.55772475066325,18.44078647663831
21,225,887992799,53149368,-87.94300882020039,37.66166844941309
37,141,2256645188,162833566,-77.90352385475258,34.522633593208305
21,123,677418613,5393926,-85.70140513303018,37.54567963524199
48,249,2240779987,8739522,-98.09047050305037,27.731039377856167
18,117,1031794491,25417740,-86.49523092797362,38.54118920169066
22,027,1955125377,32473223,-92.9975132880343,32.82160431810732
39,077,1272965328,8615924,-82.5986795100134,41.14651174696686
27,149,1459744436,30322722,-96.00163704848961,45.58613007015577
49,041,4947999999,20260738,-111.80502750402685,38.74837145956884
19,025,1475894613,5873827,-94.6404604605988,42.38521078966945
31,047,2623887234,16431843,-99.82014610137765,40.87028216350619
08,033,2763958517,2716141,-108.51734772607895,37.74926439420532
12,055,2634768891,231625544,-81.33937305186473,27.342973842023127
19,109,2519361794,4125592,-94.20691774977213,43.20405472453297
21,047,1858340853,16920660,-87.49048736666902,36.89280876655797
37,065,1309065764,3714307,-77.59436892095293,35.91230638603356
37,151,2026195914,19801097,-79.80570338640996,35.71015087550678
20,191,3060429574,8589030,-97.47721621068453,37.236825490551205
37,193,1954249755,6862433,-81.16232895469993,36.20841349755973
26,159,1574182109,1248655439,-86.0193908751942,42.25190229120022
27,019,917370948,56746217,-93.80099179892572,44.82017001413026
45,015,2858329048,337403898,-79.94633429022292,33.20198337183002
46,059,3720905364,9241424,-99.00386459217663,44.54708407308676
45,047,1177732248,21226984,-82.12715789469831,34.15272415173985
51,033,1366502845,24928486,-77.3473476574019,38.029916158428485
27,101,1825063790,38438283,-95.76328481943615,44.02216709124379
51,103,345238881,254114185,-76.46400481896003,37.71889652691846
51,119,337554148,208310589,-76.55064616955708,37.631919980306876
42,053,1106623929,8356609,-79.2322879748948,41.51094028635557
21,079,595952609,9958002,-84.53288589587396,37.638864020450114
34,007,573295201,15719274,-74.9638734115391,39.8033826406753
05,023,1434168144,98893719,-92.02640018881569,35.53864922046118
17,037,1635174009,8532272,-88.76958541597988,41.89372684094017
26,113,1462793644,23588781,-85.09256478098595,44.33772443156512
05,051,1755290360,147383937,-93.1492160362998,34.576920741417126
48,197,1800337391,4548860,-99.74632408398801,34.28944520706435
12,125,630806896,16049423,-82.37497795825156,30.044126117046755
26,027,1269367168,47147839,-85.9940572690084,41.915222922078584
20,145,1953531648,992041,-99.2369233446702,38.181087315034894
48,237,2359323246,23787056,-98.1728346887828,33.23377248383287
19,047,1849742896,2194271,-95.38197179508704,42.03718236989937
13,023,559100774,8446773,-83.3303516570069,32.438290348192105
19,093,1117599829,1406462,-95.51355387095936,42.386961363331274
19,143,1032593813,1835265,-95.62422844395937,43.37824276078991
19,129,1132950332,8306493,-95.61920962521667,41.03299766144056
13,099,1327626600,9702715,-84.90255207145823,31.321553450441737
13,191,1117201444,369176904,-81.40163426378602,31.496835952181296
39,041,1147779363,36698376,-83.00457058090808,40.279423924916394
13,005,735776071,4500457,-82.4593624212657,31.554580931409607
27,109,1692581423,3505507,-92.4021049354986,44.003717256640414
55,081,2333330399,18586826,-90.61853374739691,43.946739860033404
39,131,1140324463,9567611,-83.06769584018872,39.07634000872211
48,135,2325320265,10377149,-102.542942845172,31.8689887749663
48,165,3891105257,1262946,-102.63532946852875,32.74055318451618
55,101,861398471,1190238442,-88.05941253969918,42.747531174965154
29,013,2167029200,38034974,-94.34114215083376,38.25269978316414
29,101,2147770686,10185875,-93.80691167870309,38.74719601413899
29,083,1805075851,91636438,-93.79293733655355,38.38482825540034
28,097,1054074714,2352279,-89.61729103363703,33.49419588737756
48,475,2164201063,624206,-103.09279092644522,31.509996443175115
48,263,2337482036,1065195,-100.77809390351555,33.181041355563806
36,039,1676140493,28201061,-74.12384883877536,42.275796998978294
05,071,1709103303,59195660,-93.46036368222208,35.567591348665616
51,047,982089169,9005137,-77.95862397820886,38.484017063317246
54,011,727837363,18122713,-82.23973550701642,38.42065749976388
29,129,1175427728,3302140,-93.56829589686015,40.42212303122927
72,045,73557188,319739,-66.2211599595931,18.221701649155033
72,029,85127778,364682,-65.8855429668932,18.329278470722862
12,113,2622050626,418020795,-87.02482516874498,30.693507344263416
28,039,1239817242,12838126,-88.64431869617121,30.862444257323485
18,183,869152581,6041913,-85.50945142871694,41.13748552138931
55,017,2611628466,85233306,-91.2806913115243,45.06939747053832
19,171,1867410528,2769418,-92.5326694455877,42.07991766876918
17,141,1964742119,11425028,-89.3218467898501,42.0416519614841
20,195,2303727353,26281951,-99.87284447693114,38.91467218052967
13,283,516529388,7805619,-82.56894009701165,32.404228976985515
48,367,2340006541,17127586,-97.8050062093965,32.77757172372005
21,197,463558543,2953581,-83.823612915336,37.83246399282485
13,085,546042248,9272655,-84.16951457064043,34.44231516605769
20,081,1495770085,910409,-100.8710714461895,37.56204563657318
37,081,1672848312,30420727,-79.7882494844944,36.07959450596335
54,059,1095926622,2177833,-82.13335905691324,37.73046262026715
29,141,1547854701,42426936,-92.88791858954735,38.41817649743046
40,057,1391326399,3800411,-99.84741651676674,34.744013495719024
13,075,591237665,12755190,-83.42947228854165,31.160684906569266
17,103,1877336056,10634483,-89.29977131720565,41.745839512351516
28,067,1799554021,12681687,-89.168968998257,31.622577671962762
42,047,2142856004,12818652,-78.64524743887254,41.42822061463706
47,149,1603845509,12453819,-86.4107263005572,35.84591405421453
40,133,1639040844,19778908,-96.61679046322894,35.16476161199843
31,083,1433471291,53339808,-99.40438879402949,40.176585081067714
41,027,1352203431,29040464,-121.64448316598948,45.51719851201348
08,079,2268209079,5222161,-106.92816975972121,37.66954283286816
31,017,3163296262,9814399,-99.92904055018421,42.430189068578954
08,103,8342275042,4868111,-108.21727257621734,39.97945616182833
48,451,3941965407,48077315,-100.46244296393901,31.404644358090184
35,055,5704119381,3383128,-105.63101975395966,36.58006021513669
21,015,637873416,26481570,-84.72615356527557,38.97065142330124
22,075,2021066101,4628005706,-89.60322112114906,29.422455450323373
38,001,2557900104,2894336,-102.52853974395235,46.096868910249654
16,027,1520436972,43132337,-116.71053952438079,43.620656084017384
23,009,4110632352,1962709452,-68.38401854107134,44.59816443577072
01,047,2534919599,39124778,-87.10772995288077,32.32683867192569
28,071,1636080577,123113347,-89.4849096100213,34.35687874421591
36,011,1791190506,445708165,-76.55731592167183,42.912617137606304
38,093,5754301975,197312585,-98.95198274042949,46.97862762848898
34,011,1251898433,503712952,-75.10660259284616,39.37167068678936
17,081,1479418967,32683606,-88.92414561542326,38.2997194804714
18,041,556901555,366408,-85.17797540731071,39.63684961948381
20,105,1863226708,2748359,-98.207569939531,39.04549684358654
13,055,811512396,570806,-85.34534775247607,34.47204011452957
17,135,1822450014,15512963,-89.47809283908641,39.232017300037846
28,105,1186831624,9568768,-88.8790513217217,33.42491684722683
72,057,168331806,108323975,-66.14083107080569,18.00108742939891
20,041,2193894228,12632458,-97.15532383455428,38.86600962328803
18,147,1027623721,12065857,-87.0081503734878,38.01423964369013
22,011,2997555226,21945878,-93.34173615832162,30.64836517717464
38,023,3265310956,86633485,-103.487361056824,48.814938704786485
17,099,2940116335,33701591,-88.88634234424703,41.3442577109972
36,037,1276700275,6142607,-78.19135193152931,43.00226010054302
72,067,29384893,481,-67.11302188076168,18.134517439503615
37,111,1139477527,13976882,-82.04824250152666,35.67736231994127
20,157,1857998461,7951912,-97.65036709094628,39.82799632147689
21,147,1105416729,10730408,-84.48102923739805,36.73874143439202
20,093,2254696663,1133601,-101.32168095529542,38.00017980922789
40,093,2473407982,7651203,-98.53467075784404,36.31149996037328
44,001,62513681,53346256,-71.28652314881127,41.71018078851837
18,177,1040513140,6728106,-85.01044989249824,39.86334440290339
16,021,3285871995,24278857,-116.46301785200528,48.7668476116934
19,147,1460391649,14437623,-94.67824620957559,43.081938487861535
06,099,3874662824,46356389,-120.99738189604687,37.558660958103694
20,037,1527498199,13574680,-94.85245777771743,37.50675523488168
26,061,2613558380,1275354761,-88.68495324050724,46.89987173112411
06,077,3606263159,88974329,-121.26910086658994,37.93427950535541
26,081,2196437063,61882735,-85.54918115055958,43.03204610932572
17,045,1614558743,1583699,-87.74759563492117,39.680918604543585
47,131,1411154087,27443197,-89.14925358144829,36.35731532919892
46,047,4506292267,24021150,-103.52756912263658,43.23929296798386
44,003,436563233,50711661,-71.57641595587548,41.671063373310105
45,061,1062372377,2715077,-80.25669606144413,34.163870803328955
41,017,7815545146,94755758,-121.22779020173014,43.915060008748405
20,057,2844508248,2097356,-99.888027535139,37.69133931610861
42,085,1741979899,25961347,-80.25816980887332,41.30248872397029
35,017,10259428091,15345466,-108.38212019189172,32.736603072027954
05,029,1430333634,37328676,-92.7051147732222,35.26209784510772
42,123,2289908286,37358226,-79.27407714091561,41.81368759490868
51,610,5300265,32,-77.17538050286916,38.884591512085954
51,690,28376608,133615,-79.86385920989346,36.68232798560046
30,067,7258365042,27885027,-110.52643941945051,45.48965094829649
12,019,1566375291,100402899,-81.85609863643695,29.983187501175184
29,229,1765780149,3533323,-92.46914487686654,37.270292213358815
39,099,1065795331,35434323,-80.77724751078121,41.013839517682946
39,109,1052855952,7951606,-84.22872805314046,40.05436058296499
48,453,2568875749,80789808,-97.78535619911648,30.334320342662362
31,121,1258350334,28301118,-98.03748869762269,41.16624272776306
21,211,983573702,15290028,-85.19422299882775,38.21476019110038
54,051,791063494,17411506,-80.66591062439164,39.86064362002164
54,031,1508194692,5617193,-78.85855300838158,39.006831772167004
12,107,1885167077,256548277,-81.74230155611802,29.607792938776736
72,119,157008566,74876344,-65.81288909455091,18.345350066733186
20,051,2330762299,1197085,-99.31751550598,38.91458711552997
38,041,2932439645,4008872,-102.46324174145694,46.433750680407094
46,029,1780837054,76608850,-97.18827676701028,44.97788118998972
47,037,1304032668,56590440,-86.7864764368686,36.170106990927756
48,275,2203109026,12577260,-99.74229060381741,33.60519951479055
41,023,11726925901,1893807,-119.00686305797277,44.49024543506003
48,271,3522525630,13124946,-100.4186637604421,29.34967887931405
55,129,2064513839,145565940,-91.79050449255432,45.898385875853315
32,029,683680817,1881020,-119.52950784430719,39.445363407544875
26,045,1489766542,10958773,-84.83740035373847,42.59599185102976
08,021,3334445557,9213371,-106.1917488329726,37.20160599531257
20,177,1408986296,30347279,-95.7557533773054,39.04101829923806
20,069,2250356170,1113338,-100.43690876539745,37.73836670993893
31,111,6641072810,28449819,-100.74581461423708,41.04740447244145
51,167,1226419638,7550972,-82.1009548626156,36.93028319857094
20,125,1666900068,20430024,-95.74329257552556,37.19236567659062
16,065,1215396305,10500897,-111.65967318247745,43.78677752639253
04,001,29001320728,54152352,-109.48918259818163,35.39545751105173
12,071,2025413418,1114617195,-81.88399312750133,26.584103483785395
16,007,2527123157,191364280,-111.3273177015155,42.28150424303022
18,019,965665969,9204756,-85.70399848051683,38.480072348193616
48,039,3528352491,637937977,-95.44563172145273,29.187573694403252
48,265,2857601859,10247474,-99.34930144437689,30.060400063510674
48,297,2692796898,101483818,-98.12467860307272,28.351013622312962
49,017,13403572581,85610783,-111.44281018909567,37.85451009851147
49,051,3048467971,79114523,-111.1691441114435,40.33110026502155
51,061,1678326423,9635106,-77.80647471996565,38.73564841853511
55,103,1518120259,8153438,-90.43012629737169,43.3762763625421
55,025,3098910897,106205317,-89.41660296822448,43.0656621222832
20,175,1656693358,1961444,-100.85077312709282,37.19326735549124
22,091,1057772583,2796210,-90.71012670235726,30.822100921684772
24,035,962655539,360038406,-76.03530977238574,39.061989123811806
25,017,2118197013,75365459,-71.39057998682769,42.4859294230214
27,049,1960290907,60947204,-92.72339480917987,44.40847464596389
30,105,12758539637,351469576,-106.66696350873663,48.364350970747275
29,163,1736428535,36976721,-91.16980778594576,39.34310674342034
37,115,1164497721,4840763,-82.71444108192493,35.8542157245838
48,077,2819870070,72508632,-98.20771198224459,33.786866851602674
02,240,64290686975,751965527,-143.21276425932763,63.876920950366085
05,079,1454438338,27514923,-91.7400280559532,33.953171549256396
05,025,1548253400,2500196,-92.18537044517426,33.89723187403532
06,011,2980332864,14608870,-122.23317261550378,39.17881956608651
13,057,1090599861,34468397,-84.4743186051013,34.24393975967467
13,193,1037709939,13841916,-84.0465209613107,32.349972045528716
17,115,1503684098,13406667,-88.96337816434821,39.860648422032796
20,149,2177623918,54032546,-96.34566541557102,39.37927039223296
21,229,769158641,10943101,-85.17407865486894,37.75599351652118
22,079,3419675966,106999763,-92.53052398773049,31.19785327492882
27,053,1434458964,136553032,-93.47817064191531,45.00738142106089
27,087,1444868073,64851531,-95.80921484807902,47.32557074812827
28,089,1850581711,71295137,-90.03443472541517,32.6338948801518
30,111,6820647780,39947764,-108.26914858777172,45.939559485953396
34,013,326557460,8638172,-74.24609663222428,40.78645920593382
35,053,17214061663,4843011,-106.92971663672749,34.0070435298067
37,195,952012785,14332690,-77.91731861285614,35.70602080920334
13,009,670027544,24802965,-83.24703358316937,33.068815730319876
42,043,1359501931,86167330,-76.77655523558894,40.413972928022154
46,075,2511438723,3147179,-100.69400081742569,43.962785647510714
48,299,2419183490,82373066,-98.68475261938917,30.706450474809685
48,289,2779462025,19328383,-95.99264094637607,31.298009874277593
48,331,2633798227,12758772,-96.97718697843744,30.78581830340065
48,153,2569637284,983737,-101.3031545883489,34.07227468206402
56,017,5191447308,5106758,-108.4423174376972,43.71930657296767
54,037,542073029,6150169,-77.86028517196397,39.30699345369091
72,005,94616369,101129298,-67.11749904717061,18.459372110495227
72,115,58747684,30224116,-66.92480775574528,18.43991268588814
54,057,849172613,3503402,-78.94104729491016,39.41560861827627
51,161,648905646,1762430,-80.06395514075201,37.268631991360685
51,089,990282309,5272093,-79.87742514762856,36.6822738062982
53,001,4985698857,12464425,-118.55971349461008,46.98319744991573
72,047,110248538,16284,-66.32811732141252,18.304221473490873
48,105,7270935062,53329,-101.41342382664003,30.723670273655742
48,501,2071252477,34329,-102.82764329713648,33.17320212295964
35,033,4988962798,6093304,-104.94909792419068,36.011421285334734
36,121,1535216593,9158424,-78.2219234721194,42.70155782312174
39,089,1767505133,12752911,-82.48066358999331,40.088952901578374
28,017,1299609262,6380767,-88.94815450024812,33.91983201826361
22,043,1665429795,56013944,-92.56124346760379,31.598824555515993
21,001,1049691028,18403549,-85.28129667989705,37.104597743621405
28,065,1057871312,1791496,-89.82670990398259,31.568847081089515
29,055,1923005924,3306284,-91.3052059018066,37.97660135190343
29,167,1646006162,17837927,-93.3982676518679,37.61621207993603
33,015,1801042594,258639092,-71.1288337696373,42.98499744453144
54,055,1085114764,4433724,-81.1102314201068,37.4048116911189
47,163,1070695045,42239171,-82.30412917180156,36.51240690706998
18,089,1291941587,331080274,-87.38277575358363,41.418742742489634
18,119,997911603,6566400,-86.83900724423077,39.311455869661145
19,181,1475873112,9097100,-93.56007640967472,41.33559453851484
21,089,892153269,25883968,-82.9213685593574,38.543754896830194
41,025,26248072891,241568256,-118.96889444784696,43.06445110488976
31,147,1429261306,7077613,-95.71755036201225,40.1247415035123
34,009,651402591,955184422,-74.80126369498826,39.14963788549346
05,067,1641853231,19623382,-91.21384074857802,35.59701431197849
06,023,9241527430,1253763757,-123.87604207623174,40.6992314097819
08,057,4179530258,18750017,-106.34088634848446,40.66604954333985
09,001,1618651428,549293518,-73.38821780824892,41.26544513890211
16,033,4566524478,2476454,-112.35057043742069,44.28496070832862
13,101,1088849470,809587,-82.89687287024525,30.71101098616836
21,003,891838100,19482791,-86.19459051421262,36.751973247966895
22,017,2276157693,149613673,-93.882915196708,32.57945503020339
23,005,2164439627,988772308,-70.37225160694373,43.83707839964524
27,155,1486320975,31025234,-96.47062948798492,45.77298853873224
29,153,1929467325,26575002,-92.44459065968223,36.64916339395791
32,013,24969533292,44196978,-118.11094271518,41.40692185964408
35,031,14117193197,13684636,-108.26230546398524,35.58026473369346
29,095,1565689830,30629900,-94.34690194033938,39.00978020014926
36,081,281734474,179364919,-73.8158577094912,40.71105151440212
21,111,985970624,44026310,-85.65931030862174,38.18664655066702
37,173,1366810458,32416167,-83.4874893197066,35.486658450890296
48,465,8144863664,227711337,-101.1525204510081,29.89149231809391
51,133,495768323,243946540,-76.41954778123548,37.892073866918736
51,029,1501215438,9911855,-78.52518843034477,37.57242230623773
51,153,869562682,30888500,-77.48713400928766,38.70915944234015
55,123,2050135746,64289525,-90.83246910287299,43.59422667052896
37,019,2199384967,518918112,-78.22771607067706,34.070499519953486
48,485,1625459958,13644096,-98.70413319161383,33.98843124879077
28,095,1981570180,18148673,-88.48113837033361,33.89179300760668
02,060,1248324005,949768219,-156.70106401795755,58.74513975880173
02,290,377034650847,5949465694,-151.39074058471581,65.50815124861829
02,185,230054122583,15549060273,-153.48360934819638,69.31479215676309
06,105,8234265085,73407950,-123.11482270929365,40.648831522876876
06,029,21062456129,78764641,-118.72777946094993,35.34329484379594
01,009,1670103911,15015423,-86.56849543192283,33.98143002881498
48,315,986485103,102144713,-94.35661229899353,32.79868409013838
49,009,1805185916,61230034,-109.50983684013002,40.8874283179938
50,021,2408213829,38757297,-73.03829679537601,43.5771015343059
21,041,332995862,22648384,-85.12601073002365,38.66599534052898
49,001,6689681807,5298466,-113.23422315795774,38.356570511219815
50,027,2511194819,19362098,-72.58641205043057,43.58023095986291
51,121,1001920426,6290938,-80.37851480634748,37.17751103612368
51,077,1144218810,9792929,-81.23216244400051,36.65677267923499
29,155,1275869306,53917538,-89.78742337725318,36.21305564998455
12,119,1442915229,58825881,-82.07942669943833,28.70181753823284
15,003,1555453537,4055036094,-157.97121818360867,21.45803165759703
38,007,2975481849,11990485,-103.37629649834123,47.023668843621714
30,061,3158799744,9897207,-115.00065132510323,47.15315724877014
30,041,7508815833,44701997,-110.11292520466354,48.628798274275205
32,003,20439281456,438411489,-115.01302414231552,36.21458854725613
36,115,2152713608,38126958,-73.43043447594631,43.31153794363788
39,123,659770876,855571650,-83.09407641928179,41.53783698054234
39,035,1184103772,2041800662,-81.65918338943526,41.42411899591558
41,065,6167110934,35725745,-121.16325095124378,45.15864415770955
39,045,1306415009,10754493,-82.6308979116405,39.75105062457338
40,031,2769447439,37331078,-98.47195054645641,34.65973764324208
46,061,1125574384,1991675,-97.78704492102355,43.67467327065815
48,209,1755978790,5037743,-98.02944343617058,30.056698731101744
47,133,1122721526,3492728,-85.29006109818066,36.34064986767573
45,033,1049113569,4545512,-79.3774187239164,34.39007790541646
48,099,2725181907,11798688,-97.79936154713914,31.390783974597856
48,361,864489137,118488361,-93.89067450668341,30.119315778902838
48,333,1937867068,4022957,-98.59424349378352,31.49482636317136
48,019,2048666855,17288356,-99.24598147432013,29.74619597904884
55,009,1372933176,221808928,-88.00410480418601,44.45264661717354
56,005,12437291881,11010427,-105.54744041374032,44.24886082356416
55,035,1652211289,18848534,-91.28609183386752,44.726614001638595
72,071,143255842,94636933,-67.00217715731424,18.448635654893465
18,165,665275343,7895064,-87.46165324367604,39.85242490919772
46,013,4436728163,46414613,-98.35165355204906,45.58994323282821
54,103,927389124,8449879,-80.64015052309989,39.60657684816846
72,054,39391499,34012,-66.56336031775666,18.37019429806051
48,169,2313930833,7215531,-101.29841138755951,33.179693452661
36,123,875785688,97504774,-77.10336884863875,42.63525838434474
26,051,1299620449,36677053,-84.38773236367567,43.989030881239934
26,001,1747349262,2890404970,-83.59507874896738,44.684686403102965
27,171,1712292171,137609477,-93.96233631916768,45.17298413369814
40,063,2084031905,26499096,-96.24921145443365,35.04912569425022
28,107,1774595247,51686997,-89.95064249074207,34.36398676910434
19,099,1891760879,6578379,-93.05567785302057,41.68576081553889
12,037,1411908386,1275539661,-84.82731662160415,29.83791237663173
22,059,1617925452,97664170,-92.15903653687778,31.67877897005467
42,117,2936458654,8267710,-77.25442096409171,41.772563039778476
34,035,781816438,8009058,-74.61679773788228,40.564676489085535
05,135,1565460775,5201390,-91.47819341711624,36.16258157727635
06,111,4771968316,947365005,-119.0910613248417,34.44465745532401
06,003,1912292630,12557304,-119.82234839539016,38.59677149744587
06,001,1909598013,216923745,-121.89290095356837,37.64626936452535
13,083,450605317,467844,-85.50490424133072,34.85491669631398
13,257,463996898,13074870,-83.2940531521928,34.55151201407278
18,083,1336511196,20758105,-87.42146389997113,38.6894090882384
36,091,2097879149,87573063,-73.86653894932931,43.109041616607904
38,065,1871296130,22475974,-101.34283325792725,47.11878087051229
17,043,848808625,22435476,-88.08637808742625,41.85116397095291
18,057,1021307228,20999506,-86.05244729065107,40.073065347117655
19,135,1123320775,1522790,-92.86906670095681,41.02988814985067
19,183,1473215987,5381583,-91.7172571069087,41.33577125616964
21,045,1150572365,3891526,-84.92727248224188,37.32530660570502
21,153,798866699,1847045,-83.06577140367871,37.708205448889245
22,001,1696880710,5918557,-92.41086637482424,30.29577386387898
22,039,1715558149,44659723,-92.3997509381333,30.730063266030996
25,015,1365526541,46674748,-72.65901038938853,42.33995733501803
27,039,1137724828,800245,-92.86244323894671,44.02238414974115
36,095,1610503568,11676951,-74.44339030036652,42.588317417423326
29,007,1792888796,11872817,-91.84242683427678,39.21587700494915
31,097,974023330,1711433,-96.26522753407117,40.39257596041255
39,175,1053773841,1783531,-83.30734173056076,40.84339620670081
21,039,490647249,24708003,-88.96692123617335,36.853742855767614
50,013,211881635,292317314,-73.29679771786526,44.79758240087214
53,039,4847515948,84930626,-120.79135975489258,45.8732583939873
38,017,4571248512,7579105,-97.24445974892593,46.93200837461155
18,065,1014955632,7654389,-85.39625719266556,39.93029016701307
20,067,1488745972,871232,-101.30797577291969,37.56227335774839
31,081,1403509085,7360264,-98.02099116707181,40.87349452212298
21,137,862060072,9192647,-84.6565632641422,37.45476302214349
22,009,2154960192,87260913,-92.00162247234222,31.078443792978437
24,027,649943913,6344365,-76.93122568192379,39.25303282428371
21,065,655509930,6516335,-83.95939083846054,37.69375252594476
31,005,1852759729,7644718,-101.6959558503813,41.568961419127554
13,321,1478137688,10471700,-83.85123666512716,31.551820099068454
38,059,4988775161,49927065,-101.282237721583,46.71681782447513
37,183,2162178923,58072194,-78.65249644879904,35.788816218557386
17,061,1406415355,8423898,-90.38886500269773,39.35907414066249
17,017,973191108,20570537,-90.24644063184795,39.970445198016456
40,075,2629209769,40296743,-98.97713144314199,34.91668337414521
40,099,1078284001,22705902,-97.06826282687895,34.48116014695462
42,109,851544552,7157945,-77.06884738908005,40.77114873087211
45,027,1572019539,229734667,-80.21648473867232,33.6661072067639
47,185,975592113,7113369,-85.45754310347614,35.92910087700714
29,171,1339843851,5943334,-93.0204648763869,40.47942024782073
34,001,1438772543,301272800,-74.65848483266718,39.47538692612785
30,031,6746957846,74489170,-111.16925711338111,45.54486106419815
30,101,4959868818,78026225,-111.69424144401063,48.655775507257694
40,141,2256226758,20894361,-98.92810207103649,34.37483133160732
16,041,1717211129,12153472,-111.81496508149392,42.18330499214115
17,163,1703509128,42001352,-89.9285486886342,38.46995205241984
18,077,934033952,5843998,-85.43763400423416,38.78663937993001
19,177,1255646305,14839918,-91.95017958185501,40.753267641175135
19,085,1804814772,12411273,-95.8155843869439,41.68330137009194
29,227,690564988,493903,-94.42607716389152,40.47882300985297
26,071,3019919279,116800609,-88.53136250523139,46.20974132359048
27,169,1621638202,40051923,-91.78079165045928,43.98769938879542
28,131,1153800123,6712351,-89.11547539331588,30.791879493065643
40,083,1926521241,12926653,-97.44353108663634,35.91898838725823
